theme,catalyst,investigation_pathway,business_tag,display_order,mapping_status
Sustainability,Sustainable materials demand increasing,Recycling,recycling,20,active
Sustainability,Sustainable materials demand increasing,Packaging,packaging,30,active
Sustainability,Sustainable materials demand increasing,Paper Products,paper_products,40,active
Sustainability,Sustainable materials demand increasing,Aluminium,aluminium,50,active
Sustainability,Sustainable materials demand increasing,Steel,steel,60,active
Sustainability,Sustainable materials demand increasing,Industrial Chemicals,industrial_chemicals,70,active
Sustainability,Sustainable materials demand increasing,Construction Materials,construction_materials,80,active
Sustainability,Sustainable materials demand increasing,Consumer Goods,consumer_goods,90,active
Sustainability,Sustainable materials demand increasing,Forest Products,forest_products,100,active
Sustainability,Environmental monitoring increasing,Environmental Monitoring,environmental_monitoring,10,active
Sustainability,Environmental monitoring increasing,Sensors,sensors,20,active
Sustainability,Environmental monitoring increasing,Analytical Testing,analytical_testing,30,active
Sustainability,Environmental monitoring increasing,Testing Certification,testing_certification,40,active
Sustainability,Environmental monitoring increasing,Data Analytics,data_analytics,50,active
Sustainability,Environmental monitoring increasing,Industrial Instrumentation,industrial_instrumentation,60,active
Sustainability,Environmental monitoring increasing,Environmental Services,environmental_services,70,active
Sustainability,Environmental monitoring increasing,Utilities,utilities,80,active
Sustainability,Environmental monitoring increasing,Agriculture,agriculture,90,active
Sustainability,Environmental monitoring increasing,Government Technology,government_technology,100,active
Sustainability,Sustainability regulation increasing,ESG,esg,10,active
Sustainability,Sustainability regulation increasing,Risk Management,risk_management,20,active
Sustainability,Sustainability regulation increasing,Consulting,consulting,30,active
Sustainability,Sustainability regulation increasing,Testing Certification,testing_certification,40,active
Sustainability,Sustainability regulation increasing,Environmental Services,environmental_services,50,active
Sustainability,Sustainability regulation increasing,Financial Services,financial_services,60,active
Sustainability,Sustainability regulation increasing,Insurance,insurance,70,active
Sustainability,Sustainability regulation increasing,Industrial Chemicals,industrial_chemicals,80,active
Sustainability,Sustainability regulation increasing,Utilities,utilities,90,active
Sustainability,Sustainability regulation increasing,Government Technology,government_technology,100,active
Sustainability,Clean energy investment slowing,Renewable Energy,renewable_energy,10,active
Sustainability,Clean energy investment slowing,Solar Energy,solar_energy,20,active
Sustainability,Clean energy investment slowing,Energy Storage,energy_storage,30,active
Sustainability,Clean energy investment slowing,Grid Infrastructure,grid_infrastructure,40,active
Sustainability,Clean energy investment slowing,Power Systems,power_systems,50,active
Sustainability,Clean energy investment slowing,Engineering Services,engineering_services,60,active
Sustainability,Clean energy investment slowing,Construction Materials,construction_materials,70,active
Sustainability,Clean energy investment slowing,Copper,copper,80,active
Sustainability,Clean energy investment slowing,Utilities,utilities,90,active
Sustainability,Clean energy investment slowing,Climate Technology,climate_technology,100,active
Demographic Change,Population ageing,Healthcare Services,healthcare_services,10,active
Demographic Change,Population ageing,Senior Housing,senior_housing,20,active
Demographic Change,Population ageing,Medical Devices,medical_devices,30,active
Demographic Change,Population ageing,Pharmaceuticals,pharmaceuticals,40,active
Demographic Change,Population ageing,Health Insurance,health_insurance,50,active
Demographic Change,Population ageing,Retirement Services,retirement_services,60,active
Demographic Change,Population ageing,Pensions,pensions,70,active
Demographic Change,Population ageing,Life Insurance,life_insurance,80,active
Demographic Change,Population ageing,Consumer Health,consumer_health,90,active
Demographic Change,Population ageing,Digital Health,digital_health,100,active
Demographic Change,Birth rates declining,Education Services,education_services,10,active
Demographic Change,Birth rates declining,Consumer Goods,consumer_goods,20,active
Demographic Change,Birth rates declining,Residential Real Estate,residential_real_estate,30,active
Demographic Change,Birth rates declining,Homebuilding,homebuilding,40,active
Demographic Change,Birth rates declining,Healthcare Services,healthcare_services,50,active
Demographic Change,Birth rates declining,Financial Services,financial_services,60,active
Demographic Change,Birth rates declining,Retail,retail,70,active
Demographic Change,Birth rates declining,Digital Learning,digital_learning,80,active
Demographic Change,Birth rates declining,Insurance,insurance,90,active
Demographic Change,Birth rates declining,Urban Development,urban_development,100,active
Demographic Change,Longevity increasing,Healthcare Services,healthcare_services,10,active
Demographic Change,Longevity increasing,Retirement Services,retirement_services,20,active
Demographic Change,Longevity increasing,Pensions,pensions,30,active
Demographic Change,Longevity increasing,Life Insurance,life_insurance,40,active
Demographic Change,Longevity increasing,Wealth Management,wealth_management,50,active
Demographic Change,Longevity increasing,Senior Housing,senior_housing,60,active
Demographic Change,Longevity increasing,Medical Devices,medical_devices,70,active
Demographic Change,Longevity increasing,Consumer Health,consumer_health,80,active
Demographic Change,Longevity increasing,Health Insurance,health_insurance,90,active
Demographic Change,Longevity increasing,Wellness,wellness,100,active
Demographic Change,Urban populations increasing,Urban Development,urban_development,10,active
Demographic Change,Urban populations increasing,Smart Infrastructure,smart_infrastructure,20,active
Demographic Change,Urban populations increasing,Transportation Infrastructure,transportation_infrastructure,30,active
Demographic Change,Urban populations increasing,Residential Real Estate,residential_real_estate,40,active
Demographic Change,Urban populations increasing,Utilities,utilities,50,active
Demographic Change,Urban populations increasing,Telecommunications Infrastructure,telecommunications_infrastructure,60,active
Demographic Change,Urban populations increasing,Water Infrastructure,water_infrastructure,70,active
Demographic Change,Urban populations increasing,Infrastructure Engineering,infrastructure_engineering,80,active
Demographic Change,Urban populations increasing,Public Safety,public_safety,90,active
Demographic Change,Urban populations increasing,Retail,retail,100,active
Demographic Change,Migration increasing,Human Capital Services,human_capital_services,10,active
Demographic Change,Migration increasing,Residential Real Estate,residential_real_estate,20,active
Demographic Change,Migration increasing,Infrastructure Engineering,infrastructure_engineering,30,active
Demographic Change,Migration increasing,Transportation,transportation,40,active
Demographic Change,Migration increasing,Commercial Banking,commercial_banking,50,active
Demographic Change,Migration increasing,Telecommunications,telecommunications,60,active
Demographic Change,Migration increasing,Retail,retail,70,active
Demographic Change,Migration increasing,Healthcare Services,healthcare_services,80,active
Demographic Change,Migration increasing,Education Services,education_services,90,active
Demographic Change,Migration increasing,Public Safety,public_safety,100,active
Demographic Change,Household formation changing,Residential Real Estate,residential_real_estate,10,active
Demographic Change,Household formation changing,Homebuilding,homebuilding,20,active
Demographic Change,Household formation changing,Home Furnishings,home_furnishings,30,active
Demographic Change,Household formation changing,Consumer Goods,consumer_goods,40,active
Demographic Change,Household formation changing,Utilities,utilities,50,active
Demographic Change,Household formation changing,Mortgage Services,mortgage_services,60,active
Demographic Change,Household formation changing,Insurance,insurance,70,active
Demographic Change,Household formation changing,Retail,retail,80,active
Demographic Change,Household formation changing,Telecommunications,telecommunications,90,active
Demographic Change,Household formation changing,Financial Services,financial_services,100,active
Demographic Change,Middle-class consumption increasing,Consumer Goods,consumer_goods,10,active
Demographic Change,Middle-class consumption increasing,Retail,retail,20,active
Demographic Change,Middle-class consumption increasing,Travel Services,travel_services,30,active
Demographic Change,Middle-class consumption increasing,Automotive Services,automotive_services,40,active
Demographic Change,Middle-class consumption increasing,Commercial Banking,commercial_banking,50,active
Demographic Change,Middle-class consumption increasing,Payment Networks,payment_networks,60,active
Demographic Change,Middle-class consumption increasing,Telecommunications,telecommunications,70,active
Demographic Change,Middle-class consumption increasing,Healthcare Services,healthcare_services,80,active
Demographic Change,Middle-class consumption increasing,Insurance,insurance,90,active
Demographic Change,Middle-class consumption increasing,Consumer Electronics,consumer_electronics,100,active
Demographic Change,Healthcare demand increasing,Healthcare Services,healthcare_services,10,active
Demographic Change,Healthcare demand increasing,Hospitals,hospitals,20,active
Demographic Change,Healthcare demand increasing,Medical Devices,medical_devices,30,active
Demographic Change,Healthcare demand increasing,Diagnostics,diagnostics,40,active
Demographic Change,Healthcare demand increasing,Pharmaceuticals,pharmaceuticals,50,active
Demographic Change,Healthcare demand increasing,Health Insurance,health_insurance,60,active
Demographic Change,Healthcare demand increasing,Digital Health,digital_health,70,active
Demographic Change,Healthcare demand increasing,Senior Housing,senior_housing,80,active
Demographic Change,Healthcare demand increasing,Consumer Health,consumer_health,90,active
Demographic Change,Healthcare demand increasing,Healthcare Distribution,healthcare_distribution,100,active
Demographic Change,Retirement assets increasing,Pensions,pensions,10,active
Demographic Change,Retirement assets increasing,Retirement Services,retirement_services,20,active
Demographic Change,Retirement assets increasing,Investment Management,investment_management,30,active
Demographic Change,Retirement assets increasing,Wealth Management,wealth_management,40,active
Demographic Change,Retirement assets increasing,Life Insurance,life_insurance,50,active
Demographic Change,Retirement assets increasing,Asset Management,asset_management,60,active
Demographic Change,Retirement assets increasing,Financial Advice,financial_advice,70,active
Demographic Change,Retirement assets increasing,Investment Advisory,investment_advisory,80,active
Demographic Change,Retirement assets increasing,Commercial Banking,commercial_banking,90,active
Demographic Change,Retirement assets increasing,Financial Services,financial_services,100,active
Demographic Change,Workforce participation changing,Human Capital Services,human_capital_services,10,active
Demographic Change,Workforce participation changing,Hr Services,hr_services,20,active
Demographic Change,Workforce participation changing,Payroll,payroll,30,active
Demographic Change,Workforce participation changing,Industrial Automation,industrial_automation,40,active
Demographic Change,Workforce participation changing,Robotics,robotics,50,active
Demographic Change,Workforce participation changing,Business Services,business_services,60,active
Demographic Change,Workforce participation changing,Healthcare Services,healthcare_services,70,active
Demographic Change,Workforce participation changing,Retail,retail,80,active
Demographic Change,Workforce participation changing,Infrastructure Engineering,infrastructure_engineering,90,active
Demographic Change,Workforce participation changing,Logistics,logistics,100,active
Urbanisation,Urban population growth,Urban Development,urban_development,10,active
Urbanisation,Urban population growth,Residential Real Estate,residential_real_estate,20,active
Urbanisation,Urban population growth,Infrastructure Engineering,infrastructure_engineering,30,active
Urbanisation,Urban population growth,Utilities,utilities,40,active
Urbanisation,Urban population growth,Transportation Infrastructure,transportation_infrastructure,50,active
Urbanisation,Urban population growth,Water Infrastructure,water_infrastructure,60,active
Urbanisation,Urban population growth,Telecommunications Infrastructure,telecommunications_infrastructure,70,active
Urbanisation,Urban population growth,Retail,retail,80,active
Urbanisation,Urban population growth,Public Safety,public_safety,90,active
Urbanisation,Urban population growth,Commercial Banking,commercial_banking,100,active
Urbanisation,Smart city investment increasing,Smart Infrastructure,smart_infrastructure,10,active
Urbanisation,Smart city investment increasing,IoT,iot,20,active
Urbanisation,Smart city investment increasing,Sensors,sensors,30,active
Urbanisation,Smart city investment increasing,Government Technology,government_technology,40,active
Urbanisation,Smart city investment increasing,Telecommunications Infrastructure,telecommunications_infrastructure,50,active
Urbanisation,Smart city investment increasing,Utilities,utilities,60,active
Urbanisation,Smart city investment increasing,Transportation Infrastructure,transportation_infrastructure,70,active
Urbanisation,Smart city investment increasing,Video Security,video_security,80,active
Urbanisation,Smart city investment increasing,Data Analytics,data_analytics,90,active
Urbanisation,Smart city investment increasing,Engineering Services,engineering_services,100,active
Urbanisation,Public transport investment increasing,Passenger Transport,passenger_transport,10,active
Urbanisation,Public transport investment increasing,Rail Transport,rail_transport,20,active
Urbanisation,Public transport investment increasing,Buses,buses,30,active
Urbanisation,Public transport investment increasing,Transportation Infrastructure,transportation_infrastructure,40,active
Urbanisation,Public transport investment increasing,Engineering Services,engineering_services,50,active
Urbanisation,Public transport investment increasing,Infrastructure Engineering,infrastructure_engineering,60,active
Urbanisation,Public transport investment increasing,Rail Equipment,rail_equipment,70,active
Urbanisation,Public transport investment increasing,Smart Infrastructure,smart_infrastructure,80,active
Urbanisation,Public transport investment increasing,Utilities,utilities,90,active
Urbanisation,Public transport investment increasing,Mobility,mobility,100,active
Urbanisation,Urban housing demand increasing,Residential Real Estate,residential_real_estate,10,active
Urbanisation,Urban housing demand increasing,Homebuilding,homebuilding,20,active
Urbanisation,Urban housing demand increasing,Residential Construction,residential_construction,30,active
Urbanisation,Urban housing demand increasing,Property Management,property_management,40,active
Urbanisation,Urban housing demand increasing,Mortgage Services,mortgage_services,50,active
Urbanisation,Urban housing demand increasing,Construction Materials,construction_materials,60,active
Urbanisation,Urban housing demand increasing,Utilities,utilities,70,active
Urbanisation,Urban housing demand increasing,Retail,retail,80,active
Urbanisation,Urban housing demand increasing,Insurance,insurance,90,active
Urbanisation,Urban housing demand increasing,Urban Development,urban_development,100,active
Urbanisation,Commercial property demand changing,Commercial Real Estate,commercial_real_estate,10,active
Urbanisation,Commercial property demand changing,Office Property,office_property,20,active
Urbanisation,Commercial property demand changing,Retail Property,retail_property,30,active
Urbanisation,Commercial property demand changing,Mixed Use Property,mixed_use_property,40,active
Urbanisation,Commercial property demand changing,Property Management,property_management,50,active
Urbanisation,Commercial property demand changing,Real Estate Development,real_estate_development,60,active
Urbanisation,Commercial property demand changing,Facilities Services,facilities_services,70,active
Urbanisation,Commercial property demand changing,Infrastructure Engineering,infrastructure_engineering,80,active
Urbanisation,Commercial property demand changing,Utilities,utilities,90,active
Urbanisation,Commercial property demand changing,Insurance,insurance,100,active
Urbanisation,Urban logistics demand increasing,Logistics,logistics,10,active
Urbanisation,Urban logistics demand increasing,Parcel Delivery,parcel_delivery,20,active
Urbanisation,Urban logistics demand increasing,Express Delivery,express_delivery,30,active
Urbanisation,Urban logistics demand increasing,Freight Forwarding,freight_forwarding,40,active
Urbanisation,Urban logistics demand increasing,Road Freight,road_freight,50,active
Urbanisation,Urban logistics demand increasing,Ecommerce Platforms,ecommerce_platforms,60,active
Urbanisation,Urban logistics demand increasing,Retail,retail,70,active
Urbanisation,Urban logistics demand increasing,Logistics Real Estate,logistics_real_estate,80,active
Urbanisation,Urban logistics demand increasing,Mobility,mobility,90,active
Urbanisation,Urban logistics demand increasing,Supply Chain Services,supply_chain_services,100,active
Urbanisation,Water demand increasing,Water Utilities,water_utilities,10,active
Urbanisation,Water demand increasing,Water Infrastructure,water_infrastructure,20,active
Urbanisation,Water demand increasing,Water Treatment,water_treatment,30,active
Urbanisation,Water demand increasing,Water Technology,water_technology,40,active
Urbanisation,Water demand increasing,Fluid Management,fluid_management,50,active
Urbanisation,Water demand increasing,Infrastructure Engineering,infrastructure_engineering,60,active
Urbanisation,Water demand increasing,Engineering Services,engineering_services,70,active
Urbanisation,Water demand increasing,Smart Infrastructure,smart_infrastructure,80,active
Urbanisation,Water demand increasing,Environmental Monitoring,environmental_monitoring,90,active
Urbanisation,Water demand increasing,Utilities,utilities,100,active
Urbanisation,Urban energy demand increasing,Utilities,utilities,10,active
Urbanisation,Urban energy demand increasing,Electricity Generation,electricity_generation,20,active
Urbanisation,Urban energy demand increasing,Grid Infrastructure,grid_infrastructure,30,active
Urbanisation,Urban energy demand increasing,Electricity Transmission,electricity_transmission,40,active
Urbanisation,Urban energy demand increasing,Energy Storage,energy_storage,50,active
Urbanisation,Urban energy demand increasing,Building Automation,building_automation,60,active
Urbanisation,Urban energy demand increasing,HVAC,hvac,70,active
Urbanisation,Urban energy demand increasing,Data Centres,data_centres,80,active
Urbanisation,Urban energy demand increasing,Power Systems,power_systems,90,active
Urbanisation,Urban energy demand increasing,Renewable Energy,renewable_energy,100,active
Urbanisation,Urban resilience investment increasing,Smart Infrastructure,smart_infrastructure,10,active
Urbanisation,Urban resilience investment increasing,Public Safety,public_safety,20,active
Urbanisation,Urban resilience investment increasing,Video Security,video_security,30,active
Urbanisation,Urban resilience investment increasing,Water Infrastructure,water_infrastructure,40,active
Urbanisation,Urban resilience investment increasing,Utilities,utilities,50,active
Urbanisation,Urban resilience investment increasing,Engineering Services,engineering_services,60,active
Urbanisation,Urban resilience investment increasing,Infrastructure Engineering,infrastructure_engineering,70,active
Urbanisation,Urban resilience investment increasing,Environmental Monitoring,environmental_monitoring,80,active
Urbanisation,Urban resilience investment increasing,Government Technology,government_technology,90,active
Urbanisation,Urban resilience investment increasing,Insurance,insurance,100,active
Urbanisation,Urban digital connectivity expanding,Broadband,broadband,10,active
Urbanisation,Urban digital connectivity expanding,Wireless Networks,wireless_networks,20,active
Urbanisation,Urban digital connectivity expanding,Mobile Networks,mobile_networks,30,active
Urbanisation,Urban digital connectivity expanding,Telecommunications Infrastructure,telecommunications_infrastructure,40,active
Urbanisation,Urban digital connectivity expanding,Digital Infrastructure,digital_infrastructure,50,active
Urbanisation,Urban digital connectivity expanding,Data Centres,data_centres,60,active
Urbanisation,Urban digital connectivity expanding,Networking,networking,70,active
Urbanisation,Urban digital connectivity expanding,Towers,towers,80,active
Urbanisation,Urban digital connectivity expanding,Smart Infrastructure,smart_infrastructure,90,active
Urbanisation,Urban digital connectivity expanding,Government Technology,government_technology,100,active
Government & Regulation,Infrastructure spending increasing,Infrastructure,infrastructure,10,active
Government & Regulation,Infrastructure spending increasing,Infrastructure Engineering,infrastructure_engineering,20,active
Government & Regulation,Infrastructure spending increasing,Engineering Services,engineering_services,30,active
Government & Regulation,Infrastructure spending increasing,Construction Materials,construction_materials,40,active
Government & Regulation,Infrastructure spending increasing,Industrial Equipment,industrial_equipment,50,active
Government & Regulation,Infrastructure spending increasing,Transportation Infrastructure,transportation_infrastructure,60,active
Government & Regulation,Infrastructure spending increasing,Utilities,utilities,70,active
Government & Regulation,Infrastructure spending increasing,Water Infrastructure,water_infrastructure,80,active
Government & Regulation,Infrastructure spending increasing,Grid Infrastructure,grid_infrastructure,90,active
Government & Regulation,Infrastructure spending increasing,Commercial Banking,commercial_banking,100,active
Government & Regulation,Defence spending increasing,Aerospace Defence,aerospace_defence,10,active
Government & Regulation,Defence spending increasing,Defence Systems,defence_systems,20,active
Government & Regulation,Defence spending increasing,Defence Technology,defence_technology,30,active
Government & Regulation,Defence spending increasing,Defence Electronics,defence_electronics,40,active
Government & Regulation,Defence spending increasing,Weapons Systems,weapons_systems,50,active
Government & Regulation,Defence spending increasing,Military Systems,military_systems,60,active
Government & Regulation,Defence spending increasing,Naval Vessels,naval_vessels,70,active
Government & Regulation,Defence spending increasing,Satellites,satellites,80,active
Government & Regulation,Defence spending increasing,Cybersecurity,cybersecurity,90,active
Government & Regulation,Defence spending increasing,Engineering Services,engineering_services,100,active
Government & Regulation,Industrial policy expanding,Industrial Equipment,industrial_equipment,10,active
Government & Regulation,Industrial policy expanding,Semiconductors,semiconductors,20,active
Government & Regulation,Industrial policy expanding,Energy Infrastructure,energy_infrastructure,30,active
Government & Regulation,Industrial policy expanding,Infrastructure Engineering,infrastructure_engineering,40,active
Government & Regulation,Industrial policy expanding,Critical Minerals,critical_minerals,50,active
Government & Regulation,Industrial policy expanding,Commercial Banking,commercial_banking,60,active
Government & Regulation,Industrial policy expanding,Industrial Automation,industrial_automation,70,active
Government & Regulation,Industrial policy expanding,Aerospace Defence,aerospace_defence,80,active
Government & Regulation,Industrial policy expanding,Research Services,research_services,90,active
Government & Regulation,Industrial policy expanding,Government Technology,government_technology,100,active
Government & Regulation,Financial regulation tightening,Commercial Banking,commercial_banking,10,active
Government & Regulation,Financial regulation tightening,Investment Banking,investment_banking,20,active
Government & Regulation,Financial regulation tightening,Insurance,insurance,30,active
Government & Regulation,Financial regulation tightening,Investment Management,investment_management,40,active
Government & Regulation,Financial regulation tightening,Fintech,fintech,50,active
Government & Regulation,Financial regulation tightening,Risk Management,risk_management,60,active
Government & Regulation,Financial regulation tightening,Market Data,market_data,70,active
Government & Regulation,Financial regulation tightening,Credit Services,credit_services,80,active
Government & Regulation,Financial regulation tightening,Digital Identity,digital_identity,90,active
Government & Regulation,Financial regulation tightening,Cybersecurity,cybersecurity,100,active
Government & Regulation,Technology regulation tightening,Artificial Intelligence,artificial_intelligence,10,active
Government & Regulation,Technology regulation tightening,Digital Advertising,digital_advertising,20,active
Government & Regulation,Technology regulation tightening,Cloud Services,cloud_services,30,active
Government & Regulation,Technology regulation tightening,Cybersecurity,cybersecurity,40,active
Government & Regulation,Technology regulation tightening,Digital Identity,digital_identity,50,active
Government & Regulation,Technology regulation tightening,Telecommunications,telecommunications,60,active
Government & Regulation,Technology regulation tightening,Semiconductors,semiconductors,70,active
Government & Regulation,Technology regulation tightening,Enterprise Software,enterprise_software,80,active
Government & Regulation,Technology regulation tightening,Risk Management,risk_management,90,active
Government & Regulation,Technology regulation tightening,Government Technology,government_technology,100,active
Government & Regulation,Environmental regulation tightening,Industrial Chemicals,industrial_chemicals,10,active
Government & Regulation,Environmental regulation tightening,Utilities,utilities,20,active
Government & Regulation,Environmental regulation tightening,Energy Services,energy_services,30,active
Government & Regulation,Environmental regulation tightening,Mining,mining,40,active
Government & Regulation,Environmental regulation tightening,Construction Materials,construction_materials,50,active
Government & Regulation,Environmental regulation tightening,Agriculture,agriculture,60,active
Government & Regulation,Environmental regulation tightening,Environmental Services,environmental_services,70,active
Government & Regulation,Environmental regulation tightening,Recycling,recycling,80,active
Government & Regulation,Environmental regulation tightening,Risk Management,risk_management,90,active
Government & Regulation,Environmental regulation tightening,Testing Certification,testing_certification,100,active
Government & Regulation,Healthcare policy changing,Health Insurance,health_insurance,10,active
Government & Regulation,Healthcare policy changing,Hospitals,hospitals,20,active
Government & Regulation,Healthcare policy changing,Pharmaceuticals,pharmaceuticals,30,active
Government & Regulation,Healthcare policy changing,Medical Devices,medical_devices,40,active
Government & Regulation,Healthcare policy changing,Healthcare Services,healthcare_services,50,active
Government & Regulation,Healthcare policy changing,Digital Health,digital_health,60,active
Government & Regulation,Healthcare policy changing,Diagnostics,diagnostics,70,active
Government & Regulation,Healthcare policy changing,Biotechnology,biotechnology,80,active
Government & Regulation,Healthcare policy changing,Healthcare Distribution,healthcare_distribution,90,active
Government & Regulation,Healthcare policy changing,Risk Management,risk_management,100,active
Government & Regulation,Trade policy becoming more restrictive,Industrial Processing,industrial_processing,10,active
Government & Regulation,Trade policy becoming more restrictive,Semiconductors,semiconductors,20,active
Government & Regulation,Trade policy becoming more restrictive,Technology Distribution,technology_distribution,30,active
Government & Regulation,Trade policy becoming more restrictive,Agriculture,agriculture,40,active
Government & Regulation,Trade policy becoming more restrictive,Mining,mining,50,active
Government & Regulation,Trade policy becoming more restrictive,Freight Transport,freight_transport,60,active
Government & Regulation,Trade policy becoming more restrictive,Logistics,logistics,70,active
Government & Regulation,Trade policy becoming more restrictive,Commercial Banking,commercial_banking,80,active
Government & Regulation,Trade policy becoming more restrictive,Consumer Electronics,consumer_electronics,90,active
Government & Regulation,Trade policy becoming more restrictive,Automotive Parts,automotive_parts,100,active
Government & Regulation,Public digital services expanding,Government Technology,government_technology,10,active
Government & Regulation,Public digital services expanding,Digital Identity,digital_identity,20,active
Government & Regulation,Public digital services expanding,Cloud Services,cloud_services,30,active
Government & Regulation,Public digital services expanding,Cybersecurity,cybersecurity,40,active
Government & Regulation,Public digital services expanding,Data Analytics,data_analytics,50,active
Government & Regulation,Public digital services expanding,Telecommunications,telecommunications,60,active
Government & Regulation,Public digital services expanding,Digital Learning,digital_learning,70,active
Government & Regulation,Public digital services expanding,Public Safety,public_safety,80,active
Government & Regulation,Public digital services expanding,Business Software,business_software,90,active
Government & Regulation,Public digital services expanding,Managed Services,managed_services,100,active
Government & Regulation,Tax policy changing,Commercial Banking,commercial_banking,10,active
Government & Regulation,Tax policy changing,Investment Management,investment_management,20,active
Government & Regulation,Tax policy changing,Consumer Finance,consumer_finance,30,active
Government & Regulation,Tax policy changing,Real Estate Services,real_estate_services,40,active
Government & Regulation,Tax policy changing,Retail,retail,50,active
Government & Regulation,Tax policy changing,Industrial Equipment,industrial_equipment,60,active
Government & Regulation,Tax policy changing,Business Services,business_services,70,active
Government & Regulation,Tax policy changing,Insurance,insurance,80,active
Government & Regulation,Tax policy changing,Homebuilding,homebuilding,90,active
Government & Regulation,Tax policy changing,Financial Services,financial_services,100,active
Geopolitics,Military tensions increasing,Aerospace Defence,aerospace_defence,10,active
Geopolitics,Military tensions increasing,Defence Systems,defence_systems,20,active
Geopolitics,Military tensions increasing,Weapons Systems,weapons_systems,30,active
Geopolitics,Military tensions increasing,Cybersecurity,cybersecurity,40,active
Geopolitics,Military tensions increasing,Satellite Communications,satellite_communications,50,active
Geopolitics,Military tensions increasing,Oil Gas,oil_gas,60,active
Geopolitics,Military tensions increasing,Freight Transport,freight_transport,70,active
Geopolitics,Military tensions increasing,Critical Minerals,critical_minerals,80,active
Geopolitics,Military tensions increasing,Commercial Banking,commercial_banking,90,active
Geopolitics,Military tensions increasing,Insurance,insurance,100,active
Geopolitics,Sanctions expanding,Commercial Banking,commercial_banking,10,active
Geopolitics,Sanctions expanding,Freight Transport,freight_transport,20,active
Geopolitics,Sanctions expanding,Commodity Trading,commodity_trading,30,active
Geopolitics,Sanctions expanding,Oil Gas,oil_gas,40,active
Geopolitics,Sanctions expanding,Mining,mining,50,active
Geopolitics,Sanctions expanding,Technology Distribution,technology_distribution,60,active
Geopolitics,Sanctions expanding,Aerospace Defence,aerospace_defence,70,active
Geopolitics,Sanctions expanding,Logistics,logistics,80,active
Geopolitics,Sanctions expanding,Risk Management,risk_management,90,active
Geopolitics,Sanctions expanding,Financial Services,financial_services,100,active
Geopolitics,Trade blocs fragmenting,Supply Chain,supply_chain,10,active
Geopolitics,Trade blocs fragmenting,Logistics,logistics,20,active
Geopolitics,Trade blocs fragmenting,Industrial Processing,industrial_processing,30,active
Geopolitics,Trade blocs fragmenting,Semiconductors,semiconductors,40,active
Geopolitics,Trade blocs fragmenting,Freight Transport,freight_transport,50,active
Geopolitics,Trade blocs fragmenting,Transportation Infrastructure,transportation_infrastructure,60,active
Geopolitics,Trade blocs fragmenting,Commercial Banking,commercial_banking,70,active
Geopolitics,Trade blocs fragmenting,Technology Distribution,technology_distribution,80,active
Geopolitics,Trade blocs fragmenting,Critical Minerals,critical_minerals,90,active
Geopolitics,Trade blocs fragmenting,Agriculture,agriculture,100,active
Geopolitics,Strategic reshoring increasing,Industrial Processing,industrial_processing,10,active
Geopolitics,Strategic reshoring increasing,Infrastructure Engineering,infrastructure_engineering,20,active
Geopolitics,Strategic reshoring increasing,Industrial Automation,industrial_automation,30,active
Geopolitics,Strategic reshoring increasing,Semiconductors,semiconductors,40,active
Geopolitics,Strategic reshoring increasing,Energy Infrastructure,energy_infrastructure,50,active
Geopolitics,Strategic reshoring increasing,Critical Minerals,critical_minerals,60,active
Geopolitics,Strategic reshoring increasing,Logistics,logistics,70,active
Geopolitics,Strategic reshoring increasing,Engineering Services,engineering_services,80,active
Geopolitics,Strategic reshoring increasing,Industrial Equipment,industrial_equipment,90,active
Geopolitics,Strategic reshoring increasing,Commercial Banking,commercial_banking,100,active
Geopolitics,Energy security concerns increasing,Oil Gas,oil_gas,10,active
Geopolitics,Energy security concerns increasing,Natural Gas,natural_gas,20,active
Geopolitics,Energy security concerns increasing,LNG,lng,30,active
Geopolitics,Energy security concerns increasing,Renewable Energy,renewable_energy,40,active
Geopolitics,Energy security concerns increasing,Power Generation,power_generation,50,active
Geopolitics,Energy security concerns increasing,Energy Storage,energy_storage,60,active
Geopolitics,Energy security concerns increasing,Grid Infrastructure,grid_infrastructure,70,active
Geopolitics,Energy security concerns increasing,Utilities,utilities,80,active
Geopolitics,Energy security concerns increasing,Pipeline Infrastructure,pipeline_infrastructure,90,active
Geopolitics,Energy security concerns increasing,Energy Trading,energy_trading,100,active
Geopolitics,Critical mineral security increasing,Critical Minerals,critical_minerals,10,active
Geopolitics,Critical mineral security increasing,Mining,mining,20,active
Geopolitics,Critical mineral security increasing,Copper,copper,30,active
Geopolitics,Critical mineral security increasing,Battery Materials,battery_materials,40,active
Geopolitics,Critical mineral security increasing,Semiconductors,semiconductors,50,active
Geopolitics,Critical mineral security increasing,Defence Technology,defence_technology,60,active
Geopolitics,Critical mineral security increasing,Energy Storage,energy_storage,70,active
Geopolitics,Critical mineral security increasing,Industrial Equipment,industrial_equipment,80,active
Geopolitics,Critical mineral security increasing,Commodity Trading,commodity_trading,90,active
Geopolitics,Critical mineral security increasing,Recycling,recycling,100,active
Geopolitics,Shipping route disruption increasing,Freight Transport,freight_transport,10,active
Geopolitics,Shipping route disruption increasing,Transportation Infrastructure,transportation_infrastructure,20,active
Geopolitics,Shipping route disruption increasing,Freight Forwarding,freight_forwarding,30,active
Geopolitics,Shipping route disruption increasing,Logistics,logistics,40,active
