theme,catalyst,investigation_pathway,display_order,status
Cybersecurity,Cloud security demand increasing,Enterprise Software,90,active
Cybersecurity,Cloud security demand increasing,Risk Management,100,active
Cybersecurity,Identity security becoming more important,Identity Security,10,active
Cybersecurity,Identity security becoming more important,Identity Protection,20,active
Cybersecurity,Identity security becoming more important,Digital Identity,30,active
Cybersecurity,Identity security becoming more important,Digital Identification,40,active
Cybersecurity,Identity security becoming more important,Cybersecurity,50,active
Cybersecurity,Identity security becoming more important,Cloud Security,60,active
Cybersecurity,Identity security becoming more important,Enterprise Software,70,active
Cybersecurity,Identity security becoming more important,Commercial Banking,80,active
Cybersecurity,Identity security becoming more important,Government Technology,90,active
Cybersecurity,Identity security becoming more important,Telecommunications,100,active
Cybersecurity,Ransomware activity increasing,Cybersecurity,10,active
Cybersecurity,Ransomware activity increasing,Managed Services,20,active
Cybersecurity,Ransomware activity increasing,Data Storage,30,active
Cybersecurity,Ransomware activity increasing,Cloud Security,40,active
Cybersecurity,Ransomware activity increasing,Identity Security,50,active
Cybersecurity,Ransomware activity increasing,Cyber Insurance,60,active
Cybersecurity,Ransomware activity increasing,Risk Management,70,active
Cybersecurity,Ransomware activity increasing,Business Services,80,active
Cybersecurity,Ransomware activity increasing,Government Technology,90,active
Cybersecurity,Ransomware activity increasing,Networking,100,active
Cybersecurity,Critical infrastructure protection increasing,Cybersecurity,10,active
Cybersecurity,Critical infrastructure protection increasing,Government Technology,20,active
Cybersecurity,Critical infrastructure protection increasing,Utilities,30,active
Cybersecurity,Critical infrastructure protection increasing,Grid Infrastructure,40,active
Cybersecurity,Critical infrastructure protection increasing,Telecommunications Infrastructure,50,active
Cybersecurity,Critical infrastructure protection increasing,Data Centres,60,active
Cybersecurity,Critical infrastructure protection increasing,Defence Technology,70,active
Cybersecurity,Critical infrastructure protection increasing,Industrial Automation,80,active
Cybersecurity,Critical infrastructure protection increasing,Water Infrastructure,90,active
Cybersecurity,Critical infrastructure protection increasing,Risk Management,100,active
Cybersecurity,Cyber regulation tightening,Cybersecurity,10,active
Cybersecurity,Cyber regulation tightening,Risk Management,20,active
Cybersecurity,Cyber regulation tightening,Testing Certification,30,active
Cybersecurity,Cyber regulation tightening,Legal Information,40,active
Cybersecurity,Cyber regulation tightening,Consulting,50,active
Cybersecurity,Cyber regulation tightening,Commercial Banking,60,active
Cybersecurity,Cyber regulation tightening,Insurance,70,active
Cybersecurity,Cyber regulation tightening,Healthcare Technology,80,active
Cybersecurity,Cyber regulation tightening,Government Technology,90,active
Cybersecurity,Cyber regulation tightening,Managed Services,100,active
Cybersecurity,Fraud prevention demand increasing,Fraud Detection,10,active
Cybersecurity,Fraud prevention demand increasing,Fintech,20,active
Cybersecurity,Fraud prevention demand increasing,Payment Networks,30,active
Cybersecurity,Fraud prevention demand increasing,Commercial Banking,40,active
Cybersecurity,Fraud prevention demand increasing,Digital Identity,50,active
Cybersecurity,Fraud prevention demand increasing,Identity Security,60,active
Cybersecurity,Fraud prevention demand increasing,Ecommerce Platforms,70,active
Cybersecurity,Fraud prevention demand increasing,Risk Analytics,80,active
Cybersecurity,Fraud prevention demand increasing,Cybersecurity,90,active
Cybersecurity,Fraud prevention demand increasing,Merchant Services,100,active
Cybersecurity,Security monitoring expanding,Cybersecurity,10,active
Cybersecurity,Security monitoring expanding,Video Security,20,active
Cybersecurity,Security monitoring expanding,Networking,30,active
Cybersecurity,Security monitoring expanding,Managed Services,40,active
Cybersecurity,Security monitoring expanding,Data Analytics,50,active
Cybersecurity,Security monitoring expanding,Sensors,60,active
Cybersecurity,Security monitoring expanding,Cloud Security,70,active
Cybersecurity,Security monitoring expanding,Government Technology,80,active
Cybersecurity,Security monitoring expanding,Physical Security,90,active
Cybersecurity,Security monitoring expanding,Risk Management,100,active
Cybersecurity,Supply-chain cyber risk increasing,Cybersecurity,10,active
Cybersecurity,Supply-chain cyber risk increasing,Supply Chain,20,active
Cybersecurity,Supply-chain cyber risk increasing,Managed Services,30,active
Cybersecurity,Supply-chain cyber risk increasing,Cloud Services,40,active
Cybersecurity,Supply-chain cyber risk increasing,Business Software,50,active
Cybersecurity,Supply-chain cyber risk increasing,Industrial Automation,60,active
Cybersecurity,Supply-chain cyber risk increasing,Technology Distribution,70,active
Cybersecurity,Supply-chain cyber risk increasing,Logistics,80,active
Cybersecurity,Supply-chain cyber risk increasing,Risk Management,90,active
Cybersecurity,Supply-chain cyber risk increasing,Testing Certification,100,active
Cybersecurity,Cyber insurance demand increasing,Cyber Insurance,10,active
Cybersecurity,Cyber insurance demand increasing,Insurance,20,active
Cybersecurity,Cyber insurance demand increasing,Risk Management,30,active
Cybersecurity,Cyber insurance demand increasing,Cybersecurity,40,active
Cybersecurity,Cyber insurance demand increasing,Insurance Brokerage,50,active
Cybersecurity,Cyber insurance demand increasing,Risk Analytics,60,active
Cybersecurity,Cyber insurance demand increasing,Commercial Banking,70,active
Cybersecurity,Cyber insurance demand increasing,Managed Services,80,active
Cybersecurity,Cyber insurance demand increasing,Legal Information,90,active
Cybersecurity,Cyber insurance demand increasing,Consulting,100,active
Sustainability,Renewable energy investment increasing,Renewable Energy,10,active
Sustainability,Renewable energy investment increasing,Solar Energy,20,active
Sustainability,Renewable energy investment increasing,Grid Infrastructure,30,active
Sustainability,Renewable energy investment increasing,Energy Storage,40,active
Sustainability,Renewable energy investment increasing,Utilities,50,active
Sustainability,Renewable energy investment increasing,Power Systems,60,active
Sustainability,Renewable energy investment increasing,Electricity Transmission,70,active
Sustainability,Renewable energy investment increasing,Engineering Services,80,active
Sustainability,Renewable energy investment increasing,Construction Materials,90,active
Sustainability,Renewable energy investment increasing,Copper,100,active
Sustainability,Energy efficiency investment increasing,Energy Management,10,active
Sustainability,Energy efficiency investment increasing,Building Automation,20,active
Sustainability,Energy efficiency investment increasing,HVAC,30,active
Sustainability,Energy efficiency investment increasing,Climate Control,40,active
Sustainability,Energy efficiency investment increasing,Industrial Automation,50,active
Sustainability,Energy efficiency investment increasing,Smart Infrastructure,60,active
Sustainability,Energy efficiency investment increasing,Utilities,70,active
Sustainability,Energy efficiency investment increasing,Power Management,80,active
Sustainability,Energy efficiency investment increasing,Engineering Services,90,active
Sustainability,Energy efficiency investment increasing,Building Systems,100,active
Sustainability,Electrification accelerating,Electric Vehicles,10,active
Sustainability,Electrification accelerating,Battery Storage,20,active
Sustainability,Electrification accelerating,Power Semiconductors,30,active
Sustainability,Electrification accelerating,Grid Infrastructure,40,active
Sustainability,Electrification accelerating,Utilities,50,active
Sustainability,Electrification accelerating,Power Systems,60,active
Sustainability,Electrification accelerating,Copper,70,active
Sustainability,Electrification accelerating,Renewable Energy,80,active
Sustainability,Electrification accelerating,Industrial Equipment,90,active
Sustainability,Electrification accelerating,Energy Storage,100,active
Sustainability,Circular economy investment increasing,Recycling,10,active
Sustainability,Circular economy investment increasing,Waste Management,20,active
Sustainability,Circular economy investment increasing,Packaging,30,active
Sustainability,Circular economy investment increasing,Metals,40,active
Sustainability,Circular economy investment increasing,Industrial Chemicals,50,active
Sustainability,Circular economy investment increasing,Industrial Equipment,60,active
Sustainability,Circular economy investment increasing,Consumer Goods,70,active
Sustainability,Circular economy investment increasing,Construction Materials,80,active
Sustainability,Circular economy investment increasing,Engineering Services,90,active
Sustainability,Circular economy investment increasing,Environmental Services,100,active
Sustainability,Water infrastructure investment increasing,Water Infrastructure,10,active
Sustainability,Water infrastructure investment increasing,Water Treatment,20,active
Sustainability,Water infrastructure investment increasing,Water Utilities,30,active
Sustainability,Water infrastructure investment increasing,Water Technology,40,active
Sustainability,Water infrastructure investment increasing,Fluid Management,50,active
Sustainability,Water infrastructure investment increasing,Engineering Services,60,active
Sustainability,Water infrastructure investment increasing,Infrastructure Engineering,70,active
Sustainability,Water infrastructure investment increasing,Industrial Chemicals,80,active
Sustainability,Water infrastructure investment increasing,Smart Infrastructure,90,active
Sustainability,Water infrastructure investment increasing,Environmental Monitoring,100,active
Sustainability,Climate resilience spending increasing,Climate Technology,10,active
Sustainability,Climate resilience spending increasing,Smart Infrastructure,20,active
Sustainability,Climate resilience spending increasing,Engineering Services,30,active
Sustainability,Climate resilience spending increasing,Construction Materials,40,active
Sustainability,Climate resilience spending increasing,Utilities,50,active
Sustainability,Climate resilience spending increasing,Water Infrastructure,60,active
Sustainability,Climate resilience spending increasing,Insurance,70,active
Sustainability,Climate resilience spending increasing,Environmental Monitoring,80,active
Sustainability,Climate resilience spending increasing,Building Infrastructure,90,active
Sustainability,Climate resilience spending increasing,Energy Storage,100,active
Sustainability,Sustainable materials demand increasing,Advanced Materials,10,active
Sustainability,Sustainable materials demand increasing,Recycling,20,active
Sustainability,Sustainable materials demand increasing,Packaging,30,active
Sustainability,Sustainable materials demand increasing,Paper Products,40,active
Sustainability,Sustainable materials demand increasing,Aluminium,50,active
Sustainability,Sustainable materials demand increasing,Steel,60,active
Sustainability,Sustainable materials demand increasing,Industrial Chemicals,70,active
Sustainability,Sustainable materials demand increasing,Construction Materials,80,active
Sustainability,Sustainable materials demand increasing,Consumer Goods,90,active
Sustainability,Sustainable materials demand increasing,Forest Products,100,active
Sustainability,Environmental monitoring increasing,Environmental Monitoring,10,active
Sustainability,Environmental monitoring increasing,Sensors,20,active
Sustainability,Environmental monitoring increasing,Analytical Testing,30,active
Sustainability,Environmental monitoring increasing,Testing Certification,40,active
Sustainability,Environmental monitoring increasing,Data Analytics,50,active
Sustainability,Environmental monitoring increasing,Industrial Instrumentation,60,active
Sustainability,Environmental monitoring increasing,Environmental Services,70,active
Sustainability,Environmental monitoring increasing,Utilities,80,active
Sustainability,Environmental monitoring increasing,Agriculture,90,active
Sustainability,Environmental monitoring increasing,Government Technology,100,active
Sustainability,Sustainability regulation increasing,ESG,10,active
Sustainability,Sustainability regulation increasing,Risk Management,20,active
Sustainability,Sustainability regulation increasing,Consulting,30,active
Sustainability,Sustainability regulation increasing,Testing Certification,40,active
Sustainability,Sustainability regulation increasing,Environmental Services,50,active
Sustainability,Sustainability regulation increasing,Financial Services,60,active
Sustainability,Sustainability regulation increasing,Insurance,70,active
Sustainability,Sustainability regulation increasing,Industrial Chemicals,80,active
Sustainability,Sustainability regulation increasing,Utilities,90,active
Sustainability,Sustainability regulation increasing,Government Technology,100,active
Sustainability,Clean energy investment slowing,Renewable Energy,10,active
Sustainability,Clean energy investment slowing,Solar Energy,20,active
Sustainability,Clean energy investment slowing,Energy Storage,30,active
Sustainability,Clean energy investment slowing,Grid Infrastructure,40,active
Sustainability,Clean energy investment slowing,Power Systems,50,active
Sustainability,Clean energy investment slowing,Engineering Services,60,active
Sustainability,Clean energy investment slowing,Construction Materials,70,active
Sustainability,Clean energy investment slowing,Copper,80,active
Sustainability,Clean energy investment slowing,Utilities,90,active
Sustainability,Clean energy investment slowing,Climate Technology,100,active
Demographic Change,Population ageing,Healthcare Services,10,active
Demographic Change,Population ageing,Senior Housing,20,active
Demographic Change,Population ageing,Medical Devices,30,active
Demographic Change,Population ageing,Pharmaceuticals,40,active
Demographic Change,Population ageing,Health Insurance,50,active
Demographic Change,Population ageing,Retirement Services,60,active
Demographic Change,Population ageing,Pensions,70,active
Demographic Change,Population ageing,Life Insurance,80,active
Demographic Change,Population ageing,Consumer Health,90,active
Demographic Change,Population ageing,Digital Health,100,active
Demographic Change,Birth rates declining,Education Services,10,active
Demographic Change,Birth rates declining,Consumer Goods,20,active
Demographic Change,Birth rates declining,Residential Real Estate,30,active
Demographic Change,Birth rates declining,Homebuilding,40,active
Demographic Change,Birth rates declining,Healthcare Services,50,active
Demographic Change,Birth rates declining,Financial Services,60,active
Demographic Change,Birth rates declining,Retail,70,active
Demographic Change,Birth rates declining,Digital Learning,80,active
Demographic Change,Birth rates declining,Insurance,90,active
Demographic Change,Birth rates declining,Urban Development,100,active
Demographic Change,Longevity increasing,Healthcare Services,10,active
Demographic Change,Longevity increasing,Retirement Services,20,active
Demographic Change,Longevity increasing,Pensions,30,active
Demographic Change,Longevity increasing,Life Insurance,40,active
Demographic Change,Longevity increasing,Wealth Management,50,active
Demographic Change,Longevity increasing,Senior Housing,60,active
Demographic Change,Longevity increasing,Medical Devices,70,active
Demographic Change,Longevity increasing,Consumer Health,80,active
Demographic Change,Longevity increasing,Health Insurance,90,active
Demographic Change,Longevity increasing,Wellness,100,active
Demographic Change,Urban populations increasing,Urban Development,10,active
Demographic Change,Urban populations increasing,Smart Infrastructure,20,active
Demographic Change,Urban populations increasing,Transportation Infrastructure,30,active
Demographic Change,Urban populations increasing,Residential Real Estate,40,active
Demographic Change,Urban populations increasing,Utilities,50,active
Demographic Change,Urban populations increasing,Telecommunications Infrastructure,60,active
Demographic Change,Urban populations increasing,Water Infrastructure,70,active
Demographic Change,Urban populations increasing,Infrastructure Engineering,80,active
Demographic Change,Urban populations increasing,Public Safety,90,active
Demographic Change,Urban populations increasing,Retail,100,active
Demographic Change,Migration increasing,Human Capital Services,10,active
Demographic Change,Migration increasing,Residential Real Estate,20,active
Demographic Change,Migration increasing,Infrastructure Engineering,30,active
Demographic Change,Migration increasing,Transportation,40,active
Demographic Change,Migration increasing,Commercial Banking,50,active
Demographic Change,Migration increasing,Telecommunications,60,active
Demographic Change,Migration increasing,Retail,70,active
Demographic Change,Migration increasing,Healthcare Services,80,active
Demographic Change,Migration increasing,Education Services,90,active
Demographic Change,Migration increasing,Public Safety,100,active
Demographic Change,Household formation changing,Residential Real Estate,10,active
Demographic Change,Household formation changing,Homebuilding,20,active
Demographic Change,Household formation changing,Home Furnishings,30,active
Demographic Change,Household formation changing,Consumer Goods,40,active
Demographic Change,Household formation changing,Utilities,50,active
Demographic Change,Household formation changing,Mortgage Services,60,active
Demographic Change,Household formation changing,Insurance,70,active
Demographic Change,Household formation changing,Retail,80,active
Demographic Change,Household formation changing,Telecommunications,90,active
Demographic Change,Household formation changing,Financial Services,100,active
Demographic Change,Middle-class consumption increasing,Consumer Goods,10,active
Demographic Change,Middle-class consumption increasing,Retail,20,active
Demographic Change,Middle-class consumption increasing,Travel Services,30,active
Demographic Change,Middle-class consumption increasing,Automotive Services,40,active
Demographic Change,Middle-class consumption increasing,Commercial Banking,50,active
Demographic Change,Middle-class consumption increasing,Payment Networks,60,active
Demographic Change,Middle-class consumption increasing,Telecommunications,70,active
Demographic Change,Middle-class consumption increasing,Healthcare Services,80,active
Demographic Change,Middle-class consumption increasing,Insurance,90,active
Demographic Change,Middle-class consumption increasing,Consumer Electronics,100,active
Demographic Change,Healthcare demand increasing,Healthcare Services,10,active
Demographic Change,Healthcare demand increasing,Hospitals,20,active
Demographic Change,Healthcare demand increasing,Medical Devices,30,active
Demographic Change,Healthcare demand increasing,Diagnostics,40,active
Demographic Change,Healthcare demand increasing,Pharmaceuticals,50,active
Demographic Change,Healthcare demand increasing,Health Insurance,60,active
Demographic Change,Healthcare demand increasing,Digital Health,70,active
Demographic Change,Healthcare demand increasing,Senior Housing,80,active
Demographic Change,Healthcare demand increasing,Consumer Health,90,active
Demographic Change,Healthcare demand increasing,Healthcare Distribution,100,active
Demographic Change,Retirement assets increasing,Pensions,10,active
Demographic Change,Retirement assets increasing,Retirement Services,20,active
Demographic Change,Retirement assets increasing,Investment Management,30,active
Demographic Change,Retirement assets increasing,Wealth Management,40,active
Demographic Change,Retirement assets increasing,Life Insurance,50,active
Demographic Change,Retirement assets increasing,Asset Management,60,active
Demographic Change,Retirement assets increasing,Financial Advice,70,active
Demographic Change,Retirement assets increasing,Investment Advisory,80,active
Demographic Change,Retirement assets increasing,Commercial Banking,90,active
Demographic Change,Retirement assets increasing,Financial Services,100,active
Demographic Change,Workforce participation changing,Human Capital Services,10,active
Demographic Change,Workforce participation changing,Hr Services,20,active
Demographic Change,Workforce participation changing,Payroll,30,active
Demographic Change,Workforce participation changing,Industrial Automation,40,active
Demographic Change,Workforce participation changing,Robotics,50,active
Demographic Change,Workforce participation changing,Business Services,60,active
Demographic Change,Workforce participation changing,Healthcare Services,70,active
Demographic Change,Workforce participation changing,Retail,80,active
Demographic Change,Workforce participation changing,Infrastructure Engineering,90,active
Demographic Change,Workforce participation changing,Logistics,100,active
Urbanisation,Urban population growth,Urban Development,10,active
Urbanisation,Urban population growth,Residential Real Estate,20,active
Urbanisation,Urban population growth,Infrastructure Engineering,30,active
Urbanisation,Urban population growth,Utilities,40,active
Urbanisation,Urban population growth,Transportation Infrastructure,50,active
Urbanisation,Urban population growth,Water Infrastructure,60,active
Urbanisation,Urban population growth,Telecommunications Infrastructure,70,active
Urbanisation,Urban population growth,Retail,80,active
Urbanisation,Urban population growth,Public Safety,90,active
Urbanisation,Urban population growth,Commercial Banking,100,active
Urbanisation,Smart city investment increasing,Smart Infrastructure,10,active
Urbanisation,Smart city investment increasing,IoT,20,active
Urbanisation,Smart city investment increasing,Sensors,30,active
Urbanisation,Smart city investment increasing,Government Technology,40,active
Urbanisation,Smart city investment increasing,Telecommunications Infrastructure,50,active
Urbanisation,Smart city investment increasing,Utilities,60,active
Urbanisation,Smart city investment increasing,Transportation Infrastructure,70,active
Urbanisation,Smart city investment increasing,Video Security,80,active
Urbanisation,Smart city investment increasing,Data Analytics,90,active
Urbanisation,Smart city investment increasing,Engineering Services,100,active
Urbanisation,Public transport investment increasing,Passenger Transport,10,active
Urbanisation,Public transport investment increasing,Rail Transport,20,active
Urbanisation,Public transport investment increasing,Buses,30,active
Urbanisation,Public transport investment increasing,Transportation Infrastructure,40,active
Urbanisation,Public transport investment increasing,Engineering Services,50,active
Urbanisation,Public transport investment increasing,Infrastructure Engineering,60,active
Urbanisation,Public transport investment increasing,Rail Equipment,70,active
Urbanisation,Public transport investment increasing,Smart Infrastructure,80,active
Urbanisation,Public transport investment increasing,Utilities,90,active
Urbanisation,Public transport investment increasing,Mobility,100,active
Urbanisation,Urban housing demand increasing,Residential Real Estate,10,active
Urbanisation,Urban housing demand increasing,Homebuilding,20,active
Urbanisation,Urban housing demand increasing,Residential Construction,30,active
Urbanisation,Urban housing demand increasing,Property Management,40,active
Urbanisation,Urban housing demand increasing,Mortgage Services,50,active
Urbanisation,Urban housing demand increasing,Construction Materials,60,active
Urbanisation,Urban housing demand increasing,Utilities,70,active
Urbanisation,Urban housing demand increasing,Retail,80,active
Urbanisation,Urban housing demand increasing,Insurance,90,active
Urbanisation,Urban housing demand increasing,Urban Development,100,active
Urbanisation,Commercial property demand changing,Commercial Real Estate,10,active
Urbanisation,Commercial property demand changing,Office Property,20,active
Urbanisation,Commercial property demand changing,Retail Property,30,active
Urbanisation,Commercial property demand changing,Mixed Use Property,40,active
Urbanisation,Commercial property demand changing,Property Management,50,active
Urbanisation,Commercial property demand changing,Real Estate Development,60,active
Urbanisation,Commercial property demand changing,Facilities Services,70,active
Urbanisation,Commercial property demand changing,Infrastructure Engineering,80,active
Urbanisation,Commercial property demand changing,Utilities,90,active
Urbanisation,Commercial property demand changing,Insurance,100,active
Urbanisation,Urban logistics demand increasing,Logistics,10,active
Urbanisation,Urban logistics demand increasing,Parcel Delivery,20,active
Urbanisation,Urban logistics demand increasing,Express Delivery,30,active
Urbanisation,Urban logistics demand increasing,Freight Forwarding,40,active
Urbanisation,Urban logistics demand increasing,Road Freight,50,active
Urbanisation,Urban logistics demand increasing,Ecommerce Platforms,60,active
Urbanisation,Urban logistics demand increasing,Retail,70,active
Urbanisation,Urban logistics demand increasing,Logistics Real Estate,80,active
Urbanisation,Urban logistics demand increasing,Mobility,90,active
Urbanisation,Urban logistics demand increasing,Supply Chain Services,100,active
Urbanisation,Water demand increasing,Water Utilities,10,active
Urbanisation,Water demand increasing,Water Infrastructure,20,active
Urbanisation,Water demand increasing,Water Treatment,30,active
Urbanisation,Water demand increasing,Water Technology,40,active
Urbanisation,Water demand increasing,Fluid Management,50,active
Urbanisation,Water demand increasing,Infrastructure Engineering,60,active
Urbanisation,Water demand increasing,Engineering Services,70,active
Urbanisation,Water demand increasing,Smart Infrastructure,80,active
Urbanisation,Water demand increasing,Environmental Monitoring,90,active
Urbanisation,Water demand increasing,Utilities,100,active
Urbanisation,Urban energy demand increasing,Utilities,10,active
Urbanisation,Urban energy demand increasing,Electricity Generation,20,active
Urbanisation,Urban energy demand increasing,Grid Infrastructure,30,active
Urbanisation,Urban energy demand increasing,Electricity Transmission,40,active
Urbanisation,Urban energy demand increasing,Energy Storage,50,active
Urbanisation,Urban energy demand increasing,Building Automation,60,active
Urbanisation,Urban energy demand increasing,HVAC,70,active
Urbanisation,Urban energy demand increasing,Data Centres,80,active
Urbanisation,Urban energy demand increasing,Power Systems,90,active
Urbanisation,Urban energy demand increasing,Renewable Energy,100,active
Urbanisation,Urban resilience investment increasing,Smart Infrastructure,10,active
Urbanisation,Urban resilience investment increasing,Public Safety,20,active
Urbanisation,Urban resilience investment increasing,Video Security,30,active
Urbanisation,Urban resilience investment increasing,Water Infrastructure,40,active
Urbanisation,Urban resilience investment increasing,Utilities,50,active
Urbanisation,Urban resilience investment increasing,Engineering Services,60,active
Urbanisation,Urban resilience investment increasing,Infrastructure Engineering,70,active
Urbanisation,Urban resilience investment increasing,Environmental Monitoring,80,active
Urbanisation,Urban resilience investment increasing,Government Technology,90,active
Urbanisation,Urban resilience investment increasing,Insurance,100,active
Urbanisation,Urban digital connectivity expanding,Broadband,10,active
Urbanisation,Urban digital connectivity expanding,Wireless Networks,20,active
Urbanisation,Urban digital connectivity expanding,Mobile Networks,30,active
Urbanisation,Urban digital connectivity expanding,Telecommunications Infrastructure,40,active
Urbanisation,Urban digital connectivity expanding,Digital Infrastructure,50,active
Urbanisation,Urban digital connectivity expanding,Data Centres,60,active
Urbanisation,Urban digital connectivity expanding,Networking,70,active
Urbanisation,Urban digital connectivity expanding,Towers,80,active
Urbanisation,Urban digital connectivity expanding,Smart Infrastructure,90,active
Urbanisation,Urban digital connectivity expanding,Government Technology,100,active
Government & Regulation,Infrastructure spending increasing,Infrastructure,10,active
Government & Regulation,Infrastructure spending increasing,Infrastructure Engineering,20,active
Government & Regulation,Infrastructure spending increasing,Engineering Services,30,active
Government & Regulation,Infrastructure spending increasing,Construction Materials,40,active
Government & Regulation,Infrastructure spending increasing,Industrial Equipment,50,active
Government & Regulation,Infrastructure spending increasing,Transportation Infrastructure,60,active
Government & Regulation,Infrastructure spending increasing,Utilities,70,active
Government & Regulation,Infrastructure spending increasing,Water Infrastructure,80,active
Government & Regulation,Infrastructure spending increasing,Grid Infrastructure,90,active
Government & Regulation,Infrastructure spending increasing,Commercial Banking,100,active
Government & Regulation,Defence spending increasing,Aerospace Defence,10,active
Government & Regulation,Defence spending increasing,Defence Systems,20,active
Government & Regulation,Defence spending increasing,Defence Technology,30,active
Government & Regulation,Defence spending increasing,Defence Electronics,40,active
Government & Regulation,Defence spending increasing,Weapons Systems,50,active
Government & Regulation,Defence spending increasing,Military Systems,60,active
Government & Regulation,Defence spending increasing,Naval Vessels,70,active
Government & Regulation,Defence spending increasing,Satellites,80,active
Government & Regulation,Defence spending increasing,Cybersecurity,90,active
Government & Regulation,Defence spending increasing,Engineering Services,100,active
Government & Regulation,Industrial policy expanding,Industrial Equipment,10,active
Government & Regulation,Industrial policy expanding,Semiconductors,20,active
Government & Regulation,Industrial policy expanding,Energy Infrastructure,30,active
Government & Regulation,Industrial policy expanding,Infrastructure Engineering,40,active
Government & Regulation,Industrial policy expanding,Critical Minerals,50,active
Government & Regulation,Industrial policy expanding,Commercial Banking,60,active
Government & Regulation,Industrial policy expanding,Industrial Automation,70,active
Government & Regulation,Industrial policy expanding,Aerospace Defence,80,active
Government & Regulation,Industrial policy expanding,Research Services,90,active
Government & Regulation,Industrial policy expanding,Government Technology,100,active
Government & Regulation,Financial regulation tightening,Commercial Banking,10,active
Government & Regulation,Financial regulation tightening,Investment Banking,20,active
Government & Regulation,Financial regulation tightening,Insurance,30,active
Government & Regulation,Financial regulation tightening,Investment Management,40,active
Government & Regulation,Financial regulation tightening,Fintech,50,active
Government & Regulation,Financial regulation tightening,Risk Management,60,active
Government & Regulation,Financial regulation tightening,Market Data,70,active
Government & Regulation,Financial regulation tightening,Credit Services,80,active
Government & Regulation,Financial regulation tightening,Digital Identity,90,active
Government & Regulation,Financial regulation tightening,Cybersecurity,100,active
Government & Regulation,Technology regulation tightening,Artificial Intelligence,10,active
Government & Regulation,Technology regulation tightening,Digital Advertising,20,active
Government & Regulation,Technology regulation tightening,Cloud Services,30,active
Government & Regulation,Technology regulation tightening,Cybersecurity,40,active
Government & Regulation,Technology regulation tightening,Digital Identity,50,active
Government & Regulation,Technology regulation tightening,Telecommunications,60,active
Government & Regulation,Technology regulation tightening,Semiconductors,70,active
Government & Regulation,Technology regulation tightening,Enterprise Software,80,active
Government & Regulation,Technology regulation tightening,Risk Management,90,active
Government & Regulation,Technology regulation tightening,Government Technology,100,active
Government & Regulation,Environmental regulation tightening,Industrial Chemicals,10,active
Government & Regulation,Environmental regulation tightening,Utilities,20,active
Government & Regulation,Environmental regulation tightening,Energy Services,30,active
Government & Regulation,Environmental regulation tightening,Mining,40,active
Government & Regulation,Environmental regulation tightening,Construction Materials,50,active
Government & Regulation,Environmental regulation tightening,Agriculture,60,active
Government & Regulation,Environmental regulation tightening,Environmental Services,70,active
Government & Regulation,Environmental regulation tightening,Recycling,80,active
Government & Regulation,Environmental regulation tightening,Risk Management,90,active
Government & Regulation,Environmental regulation tightening,Testing Certification,100,active
Government & Regulation,Healthcare policy changing,Health Insurance,10,active
Government & Regulation,Healthcare policy changing,Hospitals,20,active
Government & Regulation,Healthcare policy changing,Pharmaceuticals,30,active
Government & Regulation,Healthcare policy changing,Medical Devices,40,active
Government & Regulation,Healthcare policy changing,Healthcare Services,50,active
Government & Regulation,Healthcare policy changing,Digital Health,60,active
Government & Regulation,Healthcare policy changing,Diagnostics,70,active
Government & Regulation,Healthcare policy changing,Biotechnology,80,active
Government & Regulation,Healthcare policy changing,Healthcare Distribution,90,active
Government & Regulation,Healthcare policy changing,Risk Management,100,active
Government & Regulation,Trade policy becoming more restrictive,Industrial Processing,10,active
Government & Regulation,Trade policy becoming more restrictive,Semiconductors,20,active
Government & Regulation,Trade policy becoming more restrictive,Technology Distribution,30,active
Government & Regulation,Trade policy becoming more restrictive,Agriculture,40,active
Government & Regulation,Trade policy becoming more restrictive,Mining,50,active
Government & Regulation,Trade policy becoming more restrictive,Freight Transport,60,active
Government & Regulation,Trade policy becoming more restrictive,Logistics,70,active
Government & Regulation,Trade policy becoming more restrictive,Commercial Banking,80,active
Government & Regulation,Trade policy becoming more restrictive,Consumer Electronics,90,active
Government & Regulation,Trade policy becoming more restrictive,Automotive Parts,100,active
Government & Regulation,Public digital services expanding,Government Technology,10,active
Government & Regulation,Public digital services expanding,Digital Identity,20,active
Government & Regulation,Public digital services expanding,Cloud Services,30,active
Government & Regulation,Public digital services expanding,Cybersecurity,40,active
Government & Regulation,Public digital services expanding,Data Analytics,50,active
Government & Regulation,Public digital services expanding,Telecommunications,60,active
Government & Regulation,Public digital services expanding,Digital Learning,70,active
Government & Regulation,Public digital services expanding,Public Safety,80,active
Government & Regulation,Public digital services expanding,Business Software,90,active
Government & Regulation,Public digital services expanding,Managed Services,100,active
Government & Regulation,Tax policy changing,Commercial Banking,10,active
Government & Regulation,Tax policy changing,Investment Management,20,active
Government & Regulation,Tax policy changing,Consumer Finance,30,active
Government & Regulation,Tax policy changing,Real Estate Services,40,active
Government & Regulation,Tax policy changing,Retail,50,active
Government & Regulation,Tax policy changing,Industrial Equipment,60,active
Government & Regulation,Tax policy changing,Business Services,70,active
Government & Regulation,Tax policy changing,Insurance,80,active
Government & Regulation,Tax policy changing,Homebuilding,90,active
Government & Regulation,Tax policy changing,Financial Services,100,active
Geopolitics,Military tensions increasing,Aerospace Defence,10,active
Geopolitics,Military tensions increasing,Defence Systems,20,active
